Opportunity ID,"Technology
Primary",Country,B2B Sales Medium,Sales Velocity,Opportunity Status,Sales Stage Iterations,Opportunity Size (USD),Client Revenue Sizing,Client Employee Sizing,Business from Client Last Year,Compete Intel,Opportunity Sizing
N00018076,ERP Implementation,France,Marketing,65,Lost,6,10000,100K or less,More than 25K,0 (No business),Unknown,10K to 20K
N00042041,ERP Implementation,France,Enterprise Sellers,18,Won,1,48285,100K or less,1K or less,"25,000 - 50,000",Unknown,40K to 50K
N00048319,ERP Implementation,Sweden,Marketing,89,Lost,2,43962,500K to 1M,1K to 5K,0 (No business),Unknown,40K to 50K
N00070548,ERP Implementation,Netherlands,Marketing,9,Lost,4,106832,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00032397,ERP Implementation,Spain,Tele Sales,33,Lost,2,33258,100K or less,1K or less,0 (No business),Known,30K to 40K
N00024910,Technical Business Solutions,Spain,Marketing,49,Lost,2,30971,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00035969,Technical Business Solutions,Spain,Tele Sales,26,Lost,2,44255,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00070488,ERP Implementation,Italy,Marketing,2,Lost,2,93361,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00043424,ERP Implementation,Spain,Marketing,5,Lost,3,44828,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00028482,Technical Business Solutions,France,Marketing,40,Lost,2,36897,100K or less,1K or less,0 (No business),,30K to 40K
N00067190,ERP Implementation,Netherlands,Marketing,35,Lost,2,48250,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00035248,ERP Implementation,Spain,Enterprise Sellers,24,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00012962,ERP Implementation,Germany,Marketing,85,Lost,3,40288,More than 1M,More than 25K,0 (No business),Unknown,40K to 50K
N00059630,Technical Business Solutions,Italy,Enterprise Sellers,49,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00075590,Technical Business Solutions,Netherlands,Marketing,16,Won,2,1250,100K or less,1K or less,"0 - 25,000",Unknown,10K or less
N00067181,ERP Implementation,Italy,Enterprise Sellers,12,Lost,5,42419,100K or less,1K or less,0 (No business),Known,40K to 50K
N00009614,Technical Business Solutions,Spain,Marketing,65,Lost,2,49359,More than 1M,1K or less,"More than 100,000",Known,40K to 50K
N00077866,Technical Business Solutions,Italy,Marketing,0,Won,2,836,100K or less,1K or less,0 (No business),Unknown,10K or less
N00030470,ERP Implementation,Spain,Marketing,40,Lost,2,57964,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00044150,ERP Implementation,Spain,Marketing,2,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00055438,Technical Business Solutions,United Kingdom,Marketing,64,Lost,2,48883,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00067810,Technical Business Solutions,United Kingdom,Marketing,16,Won,3,14277,100K or less,1K or less,"50,000 - 100,000",Unknown,10K to 20K
N00026919,Technical Business Solutions,Spain,Marketing,16,Lost,3,46195,100K or less,1K or less,"More than 100,000",Known,40K to 50K
N00015563,ERP Implementation,Spain,Marketing,70,Lost,3,25000,More than 1M,15K to 25K,0 (No business),Known,20K to 30K
N00052111,Technical Business Solutions,Sweden,Enterprise Sellers,4,Won,8,12009,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00029428,ERP Implementation,Spain,Enterprise Sellers,35,Lost,2,28657,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00005754,ERP Implementation,Spain,Marketing,74,Lost,2,25000,More than 1M,1K or less,0 (No business),Unknown,20K to 30K
N00042491,Technical Business Solutions,France,Marketing,16,Won,1,1252,100K or less,1K or less,0 (No business),,10K or less
N00010771,ERP Implementation,France,Marketing,81,Lost,2,44430,More than 1M,More than 25K,0 (No business),Unknown,40K to 50K
N00052662,ERP Implementation,United Kingdom,Marketing,90,Lost,1,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00063304,ERP Implementation,Netherlands,Enterprise Sellers,57,Lost,2,55457,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00028676,ERP Implementation,France,Marketing,51,Won,1,38675,100K or less,1K or less,"50,000 - 100,000",Unknown,30K to 40K
N00002207,Technical Business Solutions,France,Partners,60,Lost,3,59112,More than 1M,1K or less,0 (No business),Unknown,50K to 60K
N00048527,Technical Business Solutions,Italy,Enterprise Sellers,76,Lost,3,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00059249,Technical Business Solutions,United Kingdom,Marketing,0,Lost,2,44488,100K or less,More than 25K,0 (No business),Known,40K to 50K
N00062185,ERP Implementation,United Kingdom,Enterprise Sellers,35,Lost,4,24045,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00077970,Technical Business Solutions,Netherlands,Marketing,0,Lost,2,44989,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00051529,ERP Implementation,Sweden,Marketing,73,Lost,2,43884,100K or less,1K to 5K,0 (No business),Unknown,40K to 50K
N00047631,ERP Implementation,Netherlands,Enterprise Sellers,62,Lost,3,13182,More than 1M,15K to 25K,"25,000 - 50,000",Unknown,10K to 20K
N00023888,ERP Implementation,France,Enterprise Sellers,17,Lost,5,45650,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00041995,ERP Implementation,Germany,Enterprise Sellers,13,Won,2,13857,100K or less,1K or less,"25,000 - 50,000",Unknown,10K to 20K
N00013199,ERP Implementation,Germany,Marketing,74,Lost,2,40949,More than 1M,More than 25K,0 (No business),Unknown,40K to 50K
N00032612,Technical Business Solutions,Germany,Enterprise Sellers,40,Won,3,8000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00036785,ERP Implementation,Spain,Marketing,25,Lost,2,49701,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00015581,ERP Implementation,Germany,Marketing,73,Won,3,38612,100K or less,1K or less,"More than 100,000",Unknown,30K to 40K
N00059290,ERP Implementation,Sweden,Enterprise Sellers,19,Lost,5,13000,250K to 500K,1K to 5K,0 (No business),Unknown,10K to 20K
N00031957,ERP Implementation,Spain,Enterprise Sellers,4,Lost,6,17385,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00035480,ERP Implementation,Spain,Enterprise Sellers,16,Lost,3,17460,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00028836,Technical Business Solutions,Germany,Enterprise Sellers,43,Lost,3,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00016216,Technical Business Solutions,Spain,Marketing,74,Won,2,34550,100K to 250K,1K to 5K,"0 - 25,000",Unknown,30K to 40K
N00015287,ERP Implementation,Germany,Enterprise Sellers,67,Lost,2,13510,More than 1M,1K to 5K,0 (No business),Unknown,10K to 20K
N00014898,ERP Implementation,Germany,Marketing,63,Lost,2,42341,More than 1M,1K or less,0 (No business),Unknown,40K to 50K
N00015683,Technical Business Solutions,Spain,Enterprise Sellers,37,Lost,6,55218,More than 1M,1K to 5K,0 (No business),,50K to 60K
N00025165,ERP Implementation,Spain,Marketing,56,Won,3,18404,100K or less,1K or less,"More than 100,000",Unknown,10K to 20K
N00005864,Technical Business Solutions,Spain,Enterprise Sellers,76,Won,3,23668,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00018809,ERP Implementation,France,Partners,72,Lost,2,106428,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00064937,ERP Implementation,Italy,Enterprise Sellers,33,Lost,2,12340,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00036308,Technical Business Solutions,Spain,Enterprise Sellers,0,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00041544,Technical Business Solutions,Germany,Enterprise Sellers,3,Won,2,26315,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00034895,ERP Implementation,Spain,Enterprise Sellers,34,Won,3,3000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00042604,Technical Business Solutions,Spain,Marketing,2,Lost,3,30903,100K or less,1K or less,0 (No business),,30K to 40K
N00066234,ERP Implementation,Netherlands,Marketing,41,Lost,6,42188,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00052364,ERP Implementation,Netherlands,Marketing,84,Lost,2,45440,More than 1M,15K to 25K,0 (No business),Unknown,40K to 50K
N00068866,ERP Implementation,Sweden,Enterprise Sellers,16,Lost,3,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00008276,ERP Implementation,Spain,Marketing,49,Won,6,13000,100K or less,1K to 5K,0 (No business),Unknown,10K to 20K
N00070121,Technical Business Solutions,Italy,Marketing,16,Lost,2,49680,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00070741,Technical Business Solutions,Sweden,Enterprise Sellers,16,Lost,3,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00054696,ERP Implementation,Italy,Marketing,49,Lost,2,2,More than 1M,1K or less,0 (No business),Known,10K or less
N00029444,ERP Implementation,France,Marketing,27,Lost,2,19113,100K or less,1K or less,0 (No business),,10K to 20K
N00078017,ERP Implementation,Sweden,Enterprise Sellers,0,Won,1,5376,100K or less,1K or less,0 (No business),Unknown,10K or less
N00018694,ERP Implementation,Spain,Enterprise Sellers,73,Lost,2,19391,250K to 500K,More than 25K,0 (No business),Known,10K to 20K
N00002571,Technical Business Solutions,France,Enterprise Sellers,46,Lost,5,26074,100K or less,More than 25K,0 (No business),Unknown,20K to 30K
N00027505,ERP Implementation,France,Partners,32,Lost,5,27325,100K or less,1K or less,0 (No business),,20K to 30K
N00027561,ERP Implementation,Spain,Marketing,53,Lost,2,41604,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00072923,Technical Business Solutions,Italy,Enterprise Sellers,28,Won,3,10000,100K or less,1K or less,"0 - 25,000",,10K to 20K
N00072980,ERP Implementation,Italy,Marketing,26,Lost,3,27000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00007206,ERP Implementation,Germany,Marketing,44,Lost,4,49934,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00021427,Technical Business Solutions,Germany,Enterprise Sellers,22,Lost,2,33826,More than 1M,1K to 5K,0 (No business),Known,30K to 40K
N00036920,ERP Implementation,Spain,Marketing,28,Lost,2,48014,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00043693,ERP Implementation,France,Enterprise Sellers,11,Won,2,8000,100K or less,1K or less,0 (No business),,10K or less
N00026721,Technical Business Solutions,Germany,Enterprise Sellers,45,Lost,3,10585,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00023192,ERP Implementation,Spain,Enterprise Sellers,35,Lost,3,22969,100K or less,1K or less,0 (No business),,20K to 30K
N00055290,ERP Implementation,Netherlands,Enterprise Sellers,74,Lost,2,5000,500K to 1M,1K to 5K,0 (No business),Unknown,10K or less
N00042744,Technical Business Solutions,France,Marketing,16,Won,1,113,100K or less,1K or less,0 (No business),,10K or less
N00072565,ERP Implementation,Sweden,Marketing,29,Won,1,25541,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00034510,Technical Business Solutions,France,Enterprise Sellers,35,Won,4,27772,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00034991,Technical Business Solutions,Germany,Enterprise Sellers,20,Lost,2,22444,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00031332,ERP Implementation,Germany,Marketing,16,Lost,2,29069,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00018752,Technical Business Solutions,France,Enterprise Sellers,44,Lost,3,34731,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00044048,ERP Implementation,Spain,Marketing,11,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00068479,Technical Business Solutions,Sweden,Enterprise Sellers,16,Lost,4,11900,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00076025,Technical Business Solutions,Sweden,Marketing,1,Lost,2,12000,100K or less,1K or less,0 (No business),,10K to 20K
N00026208,ERP Implementation,Spain,Enterprise Sellers,46,Lost,2,18404,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00012592,ERP Implementation,France,Enterprise Sellers,86,Lost,2,39509,More than 1M,1K or less,0 (No business),Unknown,30K to 40K
N00058229,ERP Implementation,Sweden,Enterprise Sellers,65,Lost,2,12422,100K or less,1K or less,"More than 100,000",Unknown,10K to 20K
N00050283,Technical Business Solutions,Sweden,Enterprise Sellers,72,Lost,3,21309,250K to 500K,1K or less,0 (No business),Unknown,20K to 30K
N00002881,Technical Business Solutions,Spain,Marketing,89,Lost,3,49860,More than 1M,1K or less,0 (No business),Known,40K to 50K
N00019729,Technical Business Solutions,Spain,Marketing,58,Lost,2,57574,500K to 1M,More than 25K,0 (No business),Unknown,50K to 60K
N00067699,ERP Implementation,Italy,Enterprise Sellers,16,Lost,4,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00077223,Technical Business Solutions,Sweden,Enterprise Sellers,0,Won,4,8000,100K or less,1K or less,"50,000 - 100,000",,10K or less
N00052827,ERP Implementation,Italy,Marketing,90,Lost,1,50313,250K to 500K,5K to 15K,0 (No business),Known,50K to 60K
N00024986,ERP Implementation,Spain,Marketing,48,Won,3,132138,100K or less,1K or less,"50,000 - 100,000",,More than 60K
N00035650,Technical Business Solutions,France,Enterprise Sellers,20,Lost,2,38073,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00006571,Technical Business Solutions,Germany,Enterprise Sellers,92,Won,3,45719,100K or less,15K to 25K,0 (No business),Unknown,40K to 50K
N00053484,Technical Business Solutions,Italy,Enterprise Sellers,74,Won,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00066153,ERP Implementation,Italy,Enterprise Sellers,32,Lost,4,11200,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00074978,ERP Implementation,Italy,Marketing,21,Lost,2,36717,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00045708,ERP Implementation,Spain,Enterprise Sellers,0,Won,1,36242,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00045363,ERP Implementation,Spain,Enterprise Sellers,4,Won,1,169,100K or less,1K or less,0 (No business),Unknown,10K or less
N00070410,ERP Implementation,Netherlands,Enterprise Sellers,16,Lost,3,47042,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00048559,ERP Implementation,Italy,Enterprise Sellers,24,Won,2,7700,100K to 250K,5K to 15K,0 (No business),Unknown,10K or less
N00042614,Technical Business Solutions,France,Marketing,15,Lost,2,11161,100K or less,1K or less,0 (No business),,10K to 20K
N00058891,Technical Business Solutions,United Kingdom,Enterprise Sellers,16,Lost,4,28555,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00072322,ERP Implementation,Sweden,Tele Sales,24,Won,2,2000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00073965,ERP Implementation,Sweden,Marketing,22,Lost,5,43671,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00002402,ERP Implementation,Spain,Enterprise Sellers,88,Lost,4,44397,100K or less,5K to 15K,"More than 100,000",Unknown,40K to 50K
N00063452,Legacy Modernization,United Kingdom,Marketing,44,Lost,2,35331,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00009431,ERP Implementation,France,Tele Sales,86,Lost,4,26575,More than 1M,15K to 25K,0 (No business),,20K to 30K
N00007119,ERP Implementation,France,Tele Sales,82,Won,3,0,More than 1M,15K to 25K,0 (No business),,10K or less
N00077904,Technical Business Solutions,Sweden,Enterprise Sellers,3,Lost,2,25377,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00040809,Technical Business Solutions,Spain,Enterprise Sellers,18,Won,2,43722,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00006334,ERP Implementation,France,Enterprise Sellers,59,Lost,2,10851,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00066644,Technical Business Solutions,United Kingdom,Enterprise Sellers,16,Lost,6,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00051435,ERP Implementation,Italy,Enterprise Sellers,26,Lost,5,30633,100K or less,1K or less,0 (No business),Known,30K to 40K
N00054044,ERP Implementation,Sweden,Marketing,62,Lost,2,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00006268,ERP Implementation,France,Marketing,82,Lost,3,3000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00006138,ERP Implementation,Germany,Marketing,82,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00053267,Technical Business Solutions,Italy,Marketing,44,Lost,2,0,100K or less,1K or less,0 (No business),,10K or less
N00074329,ERP Implementation,United Kingdom,Marketing,11,Lost,2,41512,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00016454,ERP Implementation,France,Tele Sales,10,Lost,5,42048,More than 1M,1K or less,0 (No business),Unknown,40K to 50K
N00025383,ERP Implementation,Spain,Marketing,58,Won,2,18000,100K or less,1K or less,"50,000 - 100,000",Known,10K to 20K
N00075349,ERP Implementation,Sweden,Enterprise Sellers,12,Lost,3,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00059711,Technical Business Solutions,Netherlands,Enterprise Sellers,59,Lost,3,37841,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00072481,ERP Implementation,Italy,Marketing,25,Lost,2,35763,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00043914,Technical Business Solutions,France,Marketing,12,Won,3,4898,100K or less,1K or less,0 (No business),Unknown,10K or less
N00063434,ERP Implementation,Sweden,Enterprise Sellers,35,Lost,3,18000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00050792,Technical Business Solutions,Italy,Enterprise Sellers,72,Lost,6,43160,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00012426,Technical Business Solutions,Spain,Enterprise Sellers,67,Won,4,2000,100K or less,1K to 5K,0 (No business),Unknown,10K or less
N00020854,ERP Implementation,France,Marketing,68,Won,1,32813,100K or less,1K or less,"More than 100,000",Unknown,30K to 40K
N00027323,Technical Business Solutions,France,Enterprise Sellers,53,Lost,2,14881,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00049608,ERP Implementation,United Kingdom,Enterprise Sellers,58,Won,4,26000,100K or less,5K to 15K,0 (No business),,20K to 30K
N00034454,ERP Implementation,Germany,Enterprise Sellers,23,Lost,2,11627,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00014435,ERP Implementation,France,Marketing,63,Won,3,24344,100K or less,More than 25K,0 (No business),Unknown,20K to 30K
N00024492,ERP Implementation,France,Enterprise Sellers,48,Lost,2,26543,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00042474,ERP Implementation,Spain,Enterprise Sellers,16,Won,1,17632,100K or less,1K or less,"More than 100,000",Unknown,10K to 20K
N00032457,Technical Business Solutions,France,Marketing,39,Lost,2,59787,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00062308,ERP Implementation,United Kingdom,Enterprise Sellers,46,Lost,3,26722,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00041851,Technical Business Solutions,France,Marketing,15,Won,2,219,100K or less,1K or less,0 (No business),Unknown,10K or less
N00034974,ERP Implementation,Spain,Enterprise Sellers,2,Lost,5,42436,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00045699,Technical Business Solutions,France,Enterprise Sellers,0,Won,1,37879,100K or less,1K or less,"25,000 - 50,000",Unknown,30K to 40K
N00063268,ERP Implementation,Sweden,Marketing,56,Won,2,32186,100K or less,1K or less,0 (No business),Known,30K to 40K
N00034700,Technical Business Solutions,Spain,Marketing,18,Won,4,23333,100K or less,1K or less,"0 - 25,000",Known,20K to 30K
N00061632,ERP Implementation,United Kingdom,Enterprise Sellers,62,Won,1,41178,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00077489,Technical Business Solutions,Italy,Enterprise Sellers,4,Won,4,28418,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00072108,ERP Implementation,Sweden,Marketing,27,Lost,3,50485,100K or less,1K or less,0 (No business),,50K to 60K
N00027048,ERP Implementation,France,Partners,45,Lost,2,34440,100K or less,1K or less,0 (No business),,30K to 40K
N00045338,Technical Business Solutions,Germany,Enterprise Sellers,0,Won,3,57033,100K or less,1K or less,"50,000 - 100,000",Unknown,50K to 60K
N00026144,Technical Business Solutions,Germany,Marketing,52,Lost,2,41436,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00060132,ERP Implementation,Netherlands,Enterprise Sellers,47,Lost,4,5850,100K to 250K,1K to 5K,0 (No business),Unknown,10K or less
N00067289,ERP Implementation,Sweden,Tele Sales,22,Won,3,1,100K or less,1K or less,"More than 100,000",Unknown,10K or less
N00072799,Technical Business Solutions,Sweden,Enterprise Sellers,7,Lost,3,14021,100K or less,1K or less,0 (No business),,10K to 20K
N00031809,Technical Business Solutions,Spain,Marketing,35,Lost,4,47612,100K or less,1K or less,0 (No business),Known,40K to 50K
N00036969,ERP Implementation,Spain,Enterprise Sellers,16,Lost,3,28883,100K or less,1K or less,0 (No business),Known,20K to 30K
N00002769,Technical Business Solutions,Spain,Marketing,87,Lost,4,30225,250K to 500K,5K to 15K,0 (No business),Unknown,30K to 40K
N00034850,ERP Implementation,Spain,Marketing,15,Lost,3,40882,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00059058,ERP Implementation,Sweden,Marketing,64,Won,4,31439,100K or less,1K or less,"50,000 - 100,000",,30K to 40K
N00003316,Technical Business Solutions,Germany,Enterprise Sellers,89,Lost,2,33187,500K to 1M,5K to 15K,0 (No business),Unknown,30K to 40K
N00056922,Technical Business Solutions,United Kingdom,Marketing,73,Lost,5,47628,100K or less,15K to 25K,0 (No business),Unknown,40K to 50K
N00026173,Technical Business Solutions,France,Marketing,26,Lost,2,49625,100K or less,1K or less,0 (No business),,40K to 50K
N00071846,ERP Implementation,Sweden,Tele Sales,27,Lost,2,237,100K or less,1K or less,0 (No business),Unknown,10K or less
N00045597,Technical Business Solutions,Germany,Enterprise Sellers,0,Lost,6,45487,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00063947,ERP Implementation,Sweden,Marketing,46,Lost,4,21864,100K or less,1K or less,"More than 100,000",,20K to 30K
N00077303,ERP Implementation,United Kingdom,Enterprise Sellers,3,Lost,2,20643,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00035191,ERP Implementation,France,Marketing,9,Lost,4,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00055629,ERP Implementation,Italy,Marketing,17,Lost,4,43550,100K or less,1K or less,0 (No business),Known,40K to 50K
N00017220,ERP Implementation,Spain,Enterprise Sellers,76,Lost,2,22678,250K to 500K,1K or less,0 (No business),Unknown,20K to 30K
N00021082,ERP Implementation,Spain,Marketing,50,Lost,2,48543,100K or less,More than 25K,0 (No business),Unknown,40K to 50K
N00008597,ERP Implementation,Spain,Enterprise Sellers,82,Won,4,5000,500K to 1M,15K to 25K,"25,000 - 50,000",Unknown,10K or less
N00009979,ERP Implementation,Germany,Enterprise Sellers,87,Won,3,14672,100K or less,5K to 15K,0 (No business),Unknown,10K to 20K
N00065520,Technical Business Solutions,United Kingdom,Marketing,41,Lost,3,46538,100K or less,1K or less,0 (No business),,40K to 50K
N00043412,Technical Business Solutions,Germany,Marketing,9,Won,2,18825,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00020980,ERP Implementation,France,Enterprise Sellers,47,Lost,2,23914,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00047139,ERP Implementation,Sweden,Enterprise Sellers,62,Lost,2,36438,100K or less,More than 25K,0 (No business),Unknown,30K to 40K
N00032603,Technical Business Solutions,Germany,Enterprise Sellers,16,Lost,3,43249,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00057606,ERP Implementation,Sweden,Enterprise Sellers,76,Lost,2,28478,100K or less,5K to 15K,0 (No business),Unknown,20K to 30K
N00014370,ERP Implementation,Spain,Marketing,34,Lost,5,103364,100K or less,1K or less,"More than 100,000",,More than 60K
N00058973,ERP Implementation,Sweden,Marketing,44,Lost,4,20386,250K to 500K,1K to 5K,0 (No business),Unknown,20K to 30K
N00052475,ERP Implementation,United Kingdom,Enterprise Sellers,79,Lost,3,146729,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00039693,ERP Implementation,Spain,Marketing,10,Lost,2,7500,100K or less,1K or less,0 (No business),Unknown,10K or less
N00027329,ERP Implementation,France,Enterprise Sellers,33,Won,2,13951,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00046972,ERP Implementation,Sweden,Marketing,89,Lost,2,46175,100K or less,1K or less,0 (No business),,40K to 50K
N00060639,ERP Implementation,Italy,Enterprise Sellers,44,Lost,2,5000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00074654,Technical Business Solutions,Netherlands,Marketing,1,Lost,4,47733,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00044639,ERP Implementation,Spain,Marketing,1,Lost,4,43946,100K or less,1K or less,0 (No business),Known,40K to 50K
N00046283,Technical Business Solutions,Italy,Enterprise Sellers,52,Lost,2,47847,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00054833,ERP Implementation,United Kingdom,Marketing,85,Won,1,29000,100K to 250K,1K or less,0 (No business),Known,20K to 30K
N00016899,Technical Business Solutions,Spain,Enterprise Sellers,77,Lost,2,32704,250K to 500K,1K or less,0 (No business),Unknown,30K to 40K
N00057539,ERP Implementation,Italy,Enterprise Sellers,72,Won,4,0,100K to 250K,1K or less,0 (No business),Known,10K or less
N00035240,Technical Business Solutions,France,Partners,31,Lost,2,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00071268,ERP Implementation,Sweden,Enterprise Sellers,30,Won,2,4000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00070836,ERP Implementation,Italy,Enterprise Sellers,19,Won,4,5000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00006145,Technical Business Solutions,Germany,Enterprise Sellers,65,Lost,4,35689,More than 1M,15K to 25K,0 (No business),Unknown,30K to 40K
N00015233,ERP Implementation,Germany,Marketing,46,Lost,4,49985,250K to 500K,5K to 15K,0 (No business),Known,40K to 50K
N00016737,Technical Business Solutions,France,Enterprise Sellers,78,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00055820,ERP Implementation,Sweden,Enterprise Sellers,49,Lost,2,11640,500K to 1M,15K to 25K,0 (No business),Unknown,10K to 20K
N00024124,ERP Implementation,Germany,Enterprise Sellers,44,Lost,3,13554,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00065277,ERP Implementation,Sweden,Marketing,16,Lost,2,46005,100K or less,1K or less,0 (No business),Known,40K to 50K
N00063094,ERP Implementation,Netherlands,Enterprise Sellers,47,Lost,3,27000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00044607,ERP Implementation,Spain,Enterprise Sellers,4,Won,2,9244,100K or less,1K or less,0 (No business),Unknown,10K or less
N00022816,Technical Business Solutions,Spain,Enterprise Sellers,53,Lost,3,16000,100K or less,1K to 5K,0 (No business),Known,10K to 20K
N00009610,Technical Business Solutions,Spain,Enterprise Sellers,66,Lost,2,28000,100K or less,1K or less,0 (No business),Known,20K to 30K
N00063716,ERP Implementation,Netherlands,Marketing,40,Lost,2,42390,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00044280,ERP Implementation,France,Enterprise Sellers,0,Lost,3,1000,100K or less,1K or less,0 (No business),,10K or less
N00011642,Technical Business Solutions,Spain,Enterprise Sellers,67,Lost,3,36813,250K to 500K,5K to 15K,0 (No business),Unknown,30K to 40K
N00049634,ERP Implementation,United Kingdom,Marketing,74,Lost,4,0,100K or less,1K or less,"50,000 - 100,000",Unknown,10K or less
N00029870,Technical Business Solutions,Germany,Enterprise Sellers,47,Won,3,20667,100K or less,1K or less,0 (No business),Unknown,20K to 30K
