,age,technology_primary,joined_through_referral,preferred_offer_types,last_visit_time,days_since_last_login,avg_time_spent,opportunity_size_usd,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,last_visit_hour
30149,50,1,1,0,2024-01-18 16:54:33,16,1085.58,35948.75,1247,684.83,1,0,0,1,0,1,16
30150,64,1,0,1,2024-01-18 22:41:50,2,467.93,64897.76,1297,700.37,1,0,1,2,8,0,22
30151,64,1,0,1,2024-01-18 00:57:36,22,1542.603248,32096.74,556,688.42,0,1,0,1,6,1,0
30152,35,1,0,1,2024-01-18 04:30:59,13,84.78,65945.93,1176,1084.91,1,0,1,4,4,0,4
30153,24,3,0,2,2024-01-18 21:42:13,10,30.35,28386.98,564,365.7,1,0,0,1,3,0,21
30154,63,1,0,1,2024-01-18 06:26:51,7,208.54,1857.79,1297,697.62,0,1,0,1,3,1,6
30155,32,1,1,2,2024-01-18 00:28:24,15,31.49,5879.22,594,712.91,1,0,1,3,7,1,0
30156,64,3,0,1,2024-01-18 04:02:48,17,75.44,16938.32,549,421.58,1,0,0,1,6,1,4
30157,39,1,0,0,2024-01-18 09:55:09,16,68.32,29104.51,554,734.14,1,0,1,0,3,0,9
30158,58,1,0,1,2024-01-18 08:16:55,10,33.78,24554.29,603,698.42,0,1,0,1,6,1,8
30159,39,1,1,0,2024-01-18 15:30:43,13,94.7,22434.37,549,675.79,0,1,0,1,1,1,15
30160,64,1,0,1,2024-01-18 18:38:41,15,58.88,15392.44,597,715.84,0,1,1,3,6,1,18
30161,22,3,0,1,2024-01-18 17:10:53,16,145.02,28573.69,1291,734.19,0,1,0,1,7,0,17
30162,36,1,1,0,2024-01-18 19:32:13,17,50.86,40662.51,619,771.44,1,0,0,1,1,0,19
30163,22,3,1,0,2024-01-18 12:09:54,17,81.62,23106.04,1176,641.46,1,0,1,0,3,1,12
30164,22,1,1,2,2024-01-18 13:07:46,10,1167.59,1080.75,611,697.62,1,1,0,1,1,0,13
30165,45,3,1,1,2024-01-18 06:23:29,12,30.8,6923.62,552,1043.99,0,1,0,1,0,1,6
30166,37,1,0,2,2024-01-18 07:43:12,19,32.49,43597.19,1297,1171.73,1,0,1,3,7,1,7
30167,35,3,0,2,2024-01-18 09:42:16,7,67.96,28915.39,594,523.41,1,0,0,1,6,1,9
30168,12,1,1,0,2024-01-18 16:07:09,13,66.36,4096.95,597,703.64,1,0,1,4,3,1,16
30169,17,3,1,1,2024-01-18 01:58:24,24,244.17,31400.8,591,709.01,1,0,1,0,1,0,1
30170,61,1,0,1,2024-01-18 10:25:39,7,861.33,94860.46,919,762.67,0,1,1,4,8,0,10
30171,41,3,1,1,2024-01-18 09:16:04,5,932.15,26369.37,552,576.16,1,0,0,1,7,1,9
30172,41,1,0,1,2024-01-18 06:10:25,8,226.88,1115.23,982,516.45,0,1,1,2,0,1,6
30173,25,3,1,1,2024-01-18 00:19:29,16,48.45,14816.8,594,615.47,0,1,0,1,7,1,0
30174,49,1,1,2,2024-01-18 18:54:48,8,230.32,9460.38,565,566.25,0,1,1,3,7,1,18
30175,28,1,0,1,2024-01-18 03:17:29,14,147.52,7916.6,559,211.7,0,1,0,1,0,1,3
30176,63,3,0,2,2024-01-18 15:09:10,13,53.95,14249.39,1297,684.3,1,0,1,3,1,1,15
30177,57,1,0,0,2024-01-18 05:45:58,5,344.38,46809.3,1282,619.89,1,0,0,1,7,1,5
30178,58,3,0,1,2024-01-18 03:47:23,12,104.61,24370.42,592,196.11,1,0,1,3,6,1,3
30179,56,1,0,1,2024-01-18 10:06:03,15,259.81,32153.81,594,717.77,1,0,0,1,6,0,10
30180,38,3,0,2,2024-01-18 05:39:08,15,284.5,37136.51,919,719.39,1,1,0,1,2,0,5
30181,61,1,1,0,2024-01-18 20:27:12,16,1052.94,49812.95,591,771.75,1,0,1,3,7,0,20
30182,48,3,0,0,2024-01-18 02:30:12,15,73.79,48054.74,561,756.96,0,1,1,0,5,0,2
30183,42,1,0,0,2024-01-18 02:37:03,20,110.19,9163.82,559,761.88,1,0,1,0,1,0,2
30184,42,3,0,0,2024-01-18 06:29:25,6,222.03,40927.05,559,712.32,1,0,1,3,2,0,6
30185,36,1,1,1,2024-01-18 20:17:10,19,30.74,28209.33,565,617.41,1,0,1,2,7,1,20
30186,26,3,0,1,2024-01-18 20:06:13,16,142.79,7841.79,549,533.43,0,1,0,1,7,1,20
30187,38,3,0,2,2024-01-18 18:42:50,17,65.94,8968.77,594,697.62,0,1,1,3,3,0,18
30188,10,1,1,2,2024-01-18 12:49:52,11,573.48,35296.03,1297,648.36,1,0,1,4,0,1,12
30190,35,1,0,2,2024-01-18 00:17:29,17,103.05,8624.5,1176,705.33,1,0,1,4,1,0,0
30191,46,1,1,2,2024-01-18 14:00:44,19,37.31407831,41711.9,1294,500.37,0,1,1,2,0,1,14
30192,41,1,0,1,2024-01-18 14:34:55,23,167.4,44330.76,592,686.59,0,1,0,1,6,1,14
30193,32,3,1,1,2024-01-18 20:36:46,18,235.55,22442.36,1176,755.64,0,1,0,1,7,0,20
30194,42,1,0,1,2024-01-18 18:23:41,3,255.09,41079.8,1297,673.09,1,1,1,0,7,1,18
30195,53,1,0,0,2024-01-18 01:12:01,6,1222.68594,37973.14,1291,617.35,1,1,1,2,0,1,1
30196,63,1,1,0,2024-01-18 22:17:20,24,192.09,28677.03,1294,674.46,1,0,0,1,1,1,22
30197,41,1,1,0,2024-01-18 15:29:19,17,514.95,11089.84,561,606.44,0,1,1,0,6,1,15
30198,21,3,1,1,2024-01-18 17:03:26,16,140.81,21396.78,1291,751.89,0,1,0,1,1,0,17
30199,58,3,0,1,2024-01-18 01:35:41,14,46.91,30242.99,603,772.15,1,0,0,1,0,0,1
30200,30,3,0,2,2024-01-18 16:10:03,15,163.52,81937.2,1295,768.68,1,0,0,1,5,0,16
30201,10,1,1,1,2024-01-18 01:23:19,12,1157.692441,48585.51,1294,605.97,0,1,0,1,6,1,1
30202,27,1,1,1,2024-01-18 22:51:20,18,266.64,48850.51,549,672.83,1,1,0,1,3,1,22
30203,36,3,1,0,2024-01-18 01:57:22,12,113.8,4451.25,1295,765.35,1,0,1,2,7,0,1
30204,37,1,0,1,2024-01-18 20:02:02,8,387.43,47495.73,591,744.25,1,0,0,1,0,0,20
30205,37,1,1,1,2024-01-18 13:02:39,3,30.45,31218.61,1297,776.73,0,1,1,0,4,0,13
30206,33,1,0,0,2024-01-18 07:35:46,15,219.0,41491.25,632,697.62,1,0,0,1,1,0,7
30207,26,3,0,0,2024-01-18 16:55:00,19,103.71,27384.81,1176,683.31,0,1,1,4,0,1,16
30208,27,1,1,0,2024-01-18 08:53:50,18,612.19,10004.85,1297,759.47,0,1,1,2,0,0,8
30209,48,1,0,2,2024-01-18 10:55:13,12,254.28,14232.29,591,697.39,1,0,0,1,3,1,10
30210,34,3,0,0,2024-01-18 01:41:29,8,30.38,39581.94,1297,823.86,1,0,1,4,2,0,1
30212,60,1,0,0,2024-01-18 19:58:42,13,447.1,39961.67,589,673.7,1,1,0,1,0,1,19
30213,53,1,0,0,2024-01-18 18:37:13,11,88.13,45738.16,558,755.37,1,0,1,0,1,0,18
30215,31,1,0,0,2024-01-18 04:37:46,17,43.05,64528.84,1295,803.41,0,1,0,1,8,0,4
30216,42,1,1,1,2024-01-18 23:46:36,18,74.38,24734.57,1294,608.3,0,1,1,3,0,1,23
30217,19,3,1,0,2024-01-18 21:28:48,3,118.28,48329.18,559,187.08,0,1,0,1,7,1,21
30218,56,1,1,2,2024-01-18 01:21:37,11,64.96,9102.04,1297,768.76,1,0,0,1,7,0,1
30219,42,3,1,1,2024-01-18 09:15:07,15,833.23,46552.82,554,806.49,1,0,0,1,4,0,9
30220,10,3,1,1,2024-01-18 18:01:58,10,170.51,8407.92,559,797.65,1,0,0,1,7,0,18
30221,17,3,1,1,2024-01-18 08:49:37,12,31.5,44750.73,1282,607.29,1,0,1,2,3,1,8
30222,34,1,1,1,2024-01-18 01:03:01,4,145.03,24330.83,619,592.0,0,1,1,4,6,1,1
30223,25,1,0,2,2024-01-18 06:11:21,10,173.18,2241.54,1295,661.86,1,0,1,2,6,1,6
30224,41,1,1,0,2024-01-18 21:47:46,12,542.24,31345.08,556,643.75,0,1,1,4,7,1,21
30225,60,3,0,0,2024-01-18 02:12:00,7,484.73,9567.32,552,777.33,0,1,1,3,1,0,2
30226,47,1,0,2,2024-01-18 07:03:55,14,214.24,8712.04,1291,777.37,0,1,0,1,1,0,7
30227,22,1,1,2,2024-01-18 16:36:55,12,280.98,4744.71,550,638.29,0,1,0,1,1,1,16
30228,41,1,0,0,2024-01-18 08:50:25,12,319.52,91517.65,881,805.93,0,1,0,1,5,0,8
30229,23,1,1,2,2024-01-18 19:00:33,9,751.39,31092.98,1295,696.18,1,0,1,0,7,1,19
30230,13,1,1,0,2024-01-18 14:39:09,18,318.38,27266.35,594,623.08,1,0,0,1,1,1,14
30231,49,1,1,0,2024-01-18 10:03:27,9,857.57,34574.39,554,769.53,0,1,1,2,8,0,10
30232,35,1,1,2,2024-01-18 18:07:13,5,33.12,30266.82,611,644.88,0,1,1,0,7,1,18
30233,22,1,1,0,2024-01-18 03:43:43,20,204.97,4795.95,619,642.06,0,1,1,4,1,1,3
30234,16,3,0,2,2024-01-18 12:05:28,6,61.9,4609.2,549,603.68,1,0,1,4,0,1,12
30235,20,1,0,0,2024-01-18 19:19:26,9,231.12,31294.99,1297,783.44,0,1,1,0,3,0,19
30236,47,1,0,2,2024-01-18 12:40:31,12,114.14,51324.54,648,738.24,1,0,0,1,5,0,12
30237,26,3,0,2,2024-01-18 21:25:09,13,112.19,26126.5,561,671.29,1,0,0,1,1,1,21
30238,18,1,1,1,2024-01-18 07:17:54,4,1569.071285,15955.32,1297,705.43,0,1,0,1,1,0,7
30239,51,1,1,2,2024-01-18 21:42:24,14,186.15,7894.63,592,684.46,1,0,1,3,0,1,21
30240,23,3,0,2,2024-01-18 10:39:34,8,379.28,43561.95,632,773.84,1,1,1,3,6,0,10
30241,47,1,0,2,2024-01-18 23:10:48,13,153.42,28963.02,559,106.34,1,0,0,1,1,1,23
30242,48,1,1,0,2024-01-18 12:01:47,13,173.85,48044.08,561,697.62,0,1,1,3,6,0,12
30243,56,1,1,1,2024-01-18 00:59:36,10,501.05,24306.73,1291,697.62,1,0,0,1,6,0,0
30244,19,3,0,0,2024-01-18 01:22:12,17,168.6,34061.08,594,1174.34,1,0,0,1,1,1,1
30246,16,3,0,1,2024-01-18 14:34:07,11,133.67,40054.53,556,762.25,1,0,1,3,6,0,14
30247,64,1,0,0,2024-01-18 16:32:12,21,91.81,31353.75,550,573.06,1,0,0,1,1,1,16
30248,53,1,1,0,2024-01-18 12:46:25,16,508.76,39250.83,1176,624.32,1,0,0,1,6,1,12
30249,33,1,1,2,2024-01-18 02:13:13,17,189.51,7549.17,1294,697.62,1,0,0,1,0,1,2
30250,27,3,1,0,2024-01-18 06:51:51,23,385.26,40751.35,554,685.89,1,1,1,2,6,1,6
30251,47,3,1,0,2024-01-18 11:03:24,17,69.81,37690.67,1297,156.82,1,0,0,1,0,1,11
30253,21,1,0,2,2024-01-18 04:18:40,16,102.19,34822.77,122,782.37,1,0,1,0,5,0,4
30255,11,3,0,0,2024-01-18 19:59:40,11,286.7,12035.45,558,1023.68,0,1,0,1,3,1,19
30256,46,1,0,1,2024-01-18 23:59:02,6,298.11,3249.62,564,783.95,0,1,1,2,7,0,23
30257,61,3,0,1,2024-01-18 22:27:36,15,246.76,14084.21,558,698.89,1,0,1,4,6,1,22
30259,40,3,1,2,2024-01-18 22:40:45,16,969.340949,36893.15,1295,624.99,1,0,0,1,6,1,22
30260,11,1,0,1,2024-01-18 04:57:06,8,369.98,9010.01,1291,691.37,0,1,0,1,0,1,4
30261,28,3,0,0,2024-01-18 19:27:44,16,225.04,23986.55,586,703.73,1,0,0,1,7,1,19
30262,19,1,0,1,2024-01-18 16:02:37,4,371.02,55183.97,554,778.0,0,1,1,0,2,0,16
30263,20,3,1,1,2024-01-18 17:22:03,17,48.24,28121.65,565,659.06,0,1,0,1,7,1,17
30264,43,1,0,2,2024-01-18 00:09:32,9,30.44,30338.16,1295,591.68,0,1,0,1,1,1,0
30265,53,1,1,2,2024-01-18 18:11:20,13,166.99,31669.84,1176,769.59,0,1,0,1,3,0,18
30267,55,1,0,0,2024-01-18 00:08:35,19,429.99,36958.41,597,791.2,0,1,1,4,0,0,0
30268,37,1,1,2,2024-01-18 01:49:22,10,162.14,28485.01,564,597.8,1,0,1,2,6,1,1
30269,63,1,0,1,2024-01-18 05:06:31,13,256.26,72007.7,1176,783.89,1,1,0,1,2,0,5
30270,11,3,1,2,2024-01-18 15:20:36,2,279.58,80083.0,558,828.72,0,1,1,4,2,0,15
30271,59,1,1,1,2024-01-18 07:03:11,10,530.76,76189.48,559,781.88,1,0,0,1,2,0,7
30272,17,1,1,1,2024-01-18 11:31:44,12,255.79,69710.36,565,797.38,0,1,1,0,5,0,11
30273,13,1,0,2,2024-01-18 21:36:16,2,231.05,28216.03,1297,517.43,1,0,1,2,6,1,21
30274,25,1,0,2,2024-01-18 03:36:05,16,108.01,22905.51,564,260.74,1,0,0,1,0,1,3
30275,61,1,1,2,2024-01-18 14:38:36,11,1019.27,41351.76,586,778.2,1,0,0,1,7,0,14
30276,22,1,0,0,2024-01-18 17:48:10,7,308.37,35530.2,219,708.98,1,1,0,1,3,0,17
30277,54,3,1,1,2024-01-18 05:25:07,2,32.85,22732.5,632,339.47,0,1,1,3,3,0,5
30278,14,1,0,0,2024-01-18 00:55:20,10,483.58,87191.79,561,788.61,1,1,0,1,8,0,0
30279,60,3,0,2,2024-01-18 06:16:59,14,46.91,21315.58,1294,762.53,1,0,1,0,7,0,6
30280,36,1,1,0,2024-01-18 15:37:16,6,279.73,24820.89,1295,755.63,1,0,0,1,3,0,15
30281,28,3,1,2,2024-01-18 19:16:12,15,37.79,7402.61,1297,697.62,0,1,1,3,1,0,19
30284,30,1,0,0,2024-01-18 18:18:14,6,322.26,46028.23,919,742.39,1,0,0,1,4,0,18
30285,59,3,1,0,2024-01-18 03:26:38,12,152.5,23630.36,592,706.18,1,0,0,1,7,0,3
30286,29,3,0,0,2024-01-18 21:52:32,2,208.27,9080.51,565,612.17,1,1,0,1,7,1,21
30287,25,3,0,1,2024-01-18 12:02:01,17,36.64,42957.3,554,698.34,0,1,0,1,6,1,12
30288,24,3,1,1,2024-01-18 09:58:47,20,47.23,29043.6,556,967.94,1,0,1,2,6,1,9
30289,38,3,0,1,2024-01-18 10:17:56,21,56.83,16063.37,552,601.28,0,1,0,1,7,1,10
30290,10,1,0,2,2024-01-18 22:53:04,14,119.56,14433.99,559,697.62,0,1,1,3,7,1,22
30291,46,3,0,1,2024-01-18 10:56:57,15,419.47,47335.91,189,678.08,0,1,1,4,1,1,10
30292,46,3,0,0,2024-01-18 10:51:56,21,71.17,26567.93,1297,762.01,0,1,0,1,0,0,10
30293,17,3,1,0,2024-01-18 05:03:59,8,85.73,8165.19,1176,772.57,1,0,1,2,7,0,5
30294,49,3,1,1,2024-01-18 19:49:06,17,93.76,30347.86,632,706.82,0,1,1,4,7,0,19
30295,48,1,0,2,2024-01-18 13:28:42,12,65.93,19818.91,1297,792.43,1,0,1,3,1,0,13
30296,13,3,0,2,2024-01-18 20:26:50,10,63.14,22010.57,1297,672.97,1,0,0,1,3,1,20
30297,38,1,1,0,2024-01-18 20:24:57,8,267.96,91492.65,552,1271.18,0,1,0,1,8,0,20
30298,26,1,0,2,2024-01-18 15:56:50,13,459.87,32898.53,558,734.02,0,1,1,3,0,0,15
30299,48,1,0,0,2024-01-18 22:51:16,10,343.55,19042.73,559,785.02,1,0,1,4,0,0,22
30300,53,1,1,2,2024-01-18 06:35:09,23,222.97,33956.42,564,783.16,0,1,0,1,7,0,6
30301,32,3,0,1,2024-01-18 11:59:24,10,103.07,20830.29,559,180.9,1,0,1,3,0,1,11
30302,21,1,0,1,2024-01-18 14:12:32,13,163.35,46288.93,1176,658.81,0,1,0,1,7,1,14
30303,28,1,0,0,2024-01-18 10:04:39,13,39.46,61952.81,561,697.62,1,0,0,1,5,0,10
30304,16,3,1,2,2024-01-18 05:06:46,15,101.35,27920.13,556,113.77,1,0,0,1,0,1,5
30305,28,3,1,2,2024-01-18 01:47:30,3,97.73,39084.71,585,688.11,1,0,0,1,1,1,1
30306,19,1,0,2,2024-01-18 21:10:30,14,221.58,19328.39,561,652.05,0,1,0,1,7,1,21
30307,39,1,0,1,2024-01-18 12:48:03,20,43.77,11014.17,603,351.6,1,0,0,1,1,1,12
30308,52,1,0,1,2024-01-18 10:44:20,16,183.8,3512.96,290,790.05,0,1,1,3,8,0,10
30309,18,1,1,2,2024-01-18 08:53:43,8,108.95,43804.25,1294,630.37,1,0,1,0,6,1,8
30312,27,1,0,2,2024-01-18 07:36:26,2,482.96,5363.85,1282,666.78,1,0,0,1,7,1,7
30313,59,1,1,0,2024-01-18 08:57:04,6,737.59,2789.22,586,1267.84,1,0,1,4,0,0,8
30314,22,3,0,2,2024-01-18 07:45:17,8,460.2,30840.24,527,841.96,1,0,1,3,8,0,7
30315,50,3,1,0,2024-01-18 22:30:59,14,100.3,72941.93,565,808.45,0,1,0,1,5,0,22
30316,51,1,0,1,2024-01-18 13:35:45,17,245.13,48415.66,549,656.09,0,1,0,1,0,1,13
30317,12,1,1,2,2024-01-18 20:16:14,22,48.73,9441.08,564,1000.52,1,0,1,2,3,1,20
30318,39,1,0,1,2024-01-18 00:23:42,17,339.36,43810.42,591,751.32,0,1,1,3,1,0,0
30319,62,1,1,2,2024-01-18 14:56:15,10,112.42,7485.24,586,6.43,0,1,0,1,7,1,14
30320,27,3,0,1,2024-01-18 15:11:29,16,41.02,45672.61,592,717.81,0,1,0,1,3,0,15
30321,44,1,0,2,2024-01-18 00:02:19,10,76.83,42592.62,611,607.41,0,1,1,4,6,1,0
30322,42,1,1,2,2024-01-18 18:48:39,8,121.55,21820.83,565,683.82,0,1,1,0,6,1,18
30324,38,1,0,2,2024-01-18 12:16:46,11,34.79,2983.06,1297,778.54,0,1,1,0,0,0,12
30325,39,3,0,1,2024-01-18 11:49:51,10,34.41,22381.73,632,652.67,0,1,1,4,7,1,11
30326,30,1,1,1,2024-01-18 22:16:26,15,55.19,7141.83,1282,714.13,1,0,0,1,0,1,22
30327,57,1,0,0,2024-01-18 08:02:48,16,150.62,45191.98,552,737.56,1,0,1,2,1,0,8
30328,45,1,0,0,2024-01-18 08:41:58,10,54.15,25535.24,586,697.62,1,0,0,1,1,1,8
30329,57,1,1,0,2024-01-18 13:30:07,2,614.73,24014.24,1297,731.42,0,1,0,1,7,0,13
30330,19,3,0,2,2024-01-18 17:04:57,15,591.28,3806.34,554,670.3,0,1,0,1,1,1,17
30333,62,3,1,2,2024-01-18 09:26:46,10,117.02,4024.05,1295,780.98,1,0,0,1,0,0,9
30335,24,3,1,1,2024-01-18 01:27:03,13,134.64,17688.86,594,197.45,1,0,0,1,1,1,1
30336,41,3,1,2,2024-01-18 05:28:47,15,206.01,9518.53,589,680.19,0,1,0,1,7,1,5
30337,47,1,1,1,2024-01-18 10:55:23,16,48.16,5512.01,558,797.23,0,1,1,4,8,0,10
30338,56,3,1,0,2024-01-18 23:36:55,12,34.59,19049.14,1297,203.16,1,0,0,1,1,1,23
30339,52,3,0,1,2024-01-18 19:58:49,13,38.5,44358.54,552,955.16,0,1,0,1,7,0,19
30340,32,3,0,1,2024-01-18 12:48:32,9,357.97,40227.84,559,527.36,0,1,1,0,1,1,12
30341,38,3,1,0,2024-01-18 10:42:17,18,51.15,41053.31,1282,775.6,1,0,1,2,3,0,10
30342,56,1,1,2,2024-01-18 07:24:36,15,134.68,3727.36,594,585.01,0,1,0,1,3,1,7
30344,21,1,0,1,2024-01-18 00:03:35,7,231.63,17214.36,558,669.28,1,0,1,4,6,1,0
30345,39,3,1,1,2024-01-18 01:06:18,11,117.16,84327.46,1176,722.56,0,1,1,4,2,0,1
30346,42,1,0,2,2024-01-18 14:41:12,6,94.75,20347.39,586,778.27,1,0,1,4,7,0,14
30347,59,1,1,0,2024-01-18 22:28:29,12,615.63,7804.47,1297,455.55,1,0,1,0,6,1,22
30348,23,3,0,0,2024-01-18 15:58:48,16,31.47,33221.39,1057,697.62,0,1,1,4,7,1,15
30350,19,1,0,1,2024-01-18 03:27:17,1,395.22,48072.89,591,791.21,1,0,0,1,7,0,3
30351,60,1,1,2,2024-01-18 15:42:52,7,880.99,33528.5,1297,674.36,0,1,1,4,0,1,15
30352,20,1,1,1,2024-01-18 20:43:09,20,187.37,5223.83,561,683.49,0,1,0,1,0,1,20
30353,41,1,0,0,2024-01-18 01:41:54,10,388.06,52086.48,556,792.53,0,1,0,1,2,0,1
30354,20,3,0,2,2024-01-18 05:39:11,16,63.17,9531.82,246,653.79,0,1,1,2,0,1,5
30356,24,3,0,1,2024-01-18 01:40:58,11,32.35,44876.2,1176,697.62,1,0,1,4,1,0,1
30357,22,1,1,0,2024-01-18 17:37:24,12,238.7,5973.73,561,588.09,1,1,1,2,7,1,17
30359,28,1,0,2,2024-01-18 08:26:49,8,197.84,24568.25,1294,624.89,0,1,0,1,0,1,8
30360,10,3,1,0,2024-01-18 22:22:12,21,646.76,35464.72,591,739.8,1,0,0,1,0,0,22
30361,34,1,1,0,2024-01-18 07:27:24,14,212.53,37709.7,559,702.75,1,0,1,2,3,0,7
30362,51,3,0,0,2024-01-18 14:10:44,2,55.87,24022.66,550,753.64,1,0,0,1,7,0,14
30363,31,3,0,0,2024-01-18 10:52:24,25,272.31,25576.28,561,737.31,1,0,1,3,6,0,10
30364,24,1,0,1,2024-01-18 21:59:17,20,79.78,21853.86,632,526.37,0,1,1,0,3,1,21
30365,20,1,1,0,2024-01-18 06:37:40,20,471.32,47656.67,632,710.17,0,1,0,1,3,0,6
30366,41,3,0,0,2024-01-18 01:20:41,21,95.88,2443.24,556,686.98,1,0,1,3,7,1,1
30367,37,1,1,0,2024-01-18 22:07:47,11,349.64,18097.04,554,606.95,1,1,0,1,0,1,22
30368,24,1,0,0,2024-01-18 10:50:49,14,228.82,15091.46,592,550.56,0,1,1,3,0,1,10
30369,50,3,0,2,2024-01-18 22:01:47,25,33.65,38804.2,632,151.58,0,1,0,1,6,1,22
30370,23,1,0,0,2024-01-18 16:00:59,17,30.96,17732.73,1294,708.24,0,1,0,1,1,0,16
30371,63,3,1,1,2024-01-18 05:06:12,5,438.26,21627.21,554,784.75,1,0,1,0,7,0,5
30373,34,1,1,2,2024-01-18 14:43:57,19,716.72,7094.04,1295,637.93,1,0,0,1,6,1,14
30374,56,3,1,1,2024-01-18 15:31:12,14,90.35,15696.61,591,506.72,1,0,0,1,6,1,15
30375,15,1,1,2,2024-01-18 23:14:00,14,181.56,34931.81,632,865.83,0,1,0,1,3,1,23
30376,20,3,1,1,2024-01-18 00:32:37,24,100.31,14399.78,1294,928.81,1,0,0,1,7,1,0
30377,53,3,1,1,2024-01-18 08:48:10,3,91.44,9960.82,472,343.01,1,0,0,1,1,0,8
30378,39,3,1,2,2024-01-18 14:34:30,11,1498.005934,42315.95,586,270.86,0,1,0,1,6,1,14
30379,33,1,0,0,2024-01-18 23:41:45,14,56.26,43096.23,589,1358.0,0,1,0,1,0,0,23
30381,26,1,0,1,2024-01-18 00:51:31,23,183.66,16691.56,549,515.02,1,0,0,1,0,1,0
30382,43,3,0,2,2024-01-18 00:15:29,16,362.83,41153.5,586,644.7,1,0,0,1,3,1,0
30383,21,1,1,0,2024-01-18 20:27:47,9,1411.52122,36705.7,1291,504.52,0,1,0,1,5,0,20
30384,57,1,0,1,2024-01-18 15:11:35,19,174.04,49059.95,554,774.55,1,0,1,2,6,0,15
30386,45,3,1,0,2024-01-18 19:22:59,18,105.25,35650.56,556,651.83,1,0,0,1,0,1,19
30387,18,3,0,1,2024-01-18 23:29:33,15,108.64,42782.48,594,674.3,0,1,0,1,6,1,23
30388,10,3,1,0,2024-01-18 16:24:35,17,63.11,20286.5,597,558.04,1,0,0,1,7,1,16
30389,36,1,1,1,2024-01-18 12:57:25,16,938.16,2411.56,559,779.9,1,0,0,1,3,0,12
30390,23,1,0,2,2024-01-18 20:32:10,7,348.03,35280.6,619,521.17,0,1,0,1,6,1,20
30391,22,3,1,0,2024-01-18 08:51:34,13,42.5,30756.81,603,697.62,1,0,1,3,7,0,8
30392,19,1,0,2,2024-01-18 10:09:00,14,207.78,70825.0,565,782.77,0,1,0,1,4,0,10
30393,11,1,0,0,2024-01-18 18:31:33,10,147.74,41203.2,611,797.69,1,0,0,1,3,0,18
30394,15,3,0,2,2024-01-18 14:41:20,11,366.84,49187.96,550,563.18,0,1,0,1,3,1,14
30395,56,1,1,0,2024-01-18 23:44:49,9,248.64,19110.01,550,634.79,0,1,0,1,1,1,23
30397,16,3,1,0,2024-01-18 17:35:52,9,751.75,7519.29,565,31.72,1,1,0,1,0,1,17
30398,29,1,1,2,2024-01-18 06:06:10,12,179.95,44337.46,556,651.72,1,0,1,3,6,1,6
30399,43,1,0,2,2024-01-18 15:45:13,3,181.98,40538.99,589,545.89,0,1,1,2,3,1,15
30400,42,3,1,2,2024-01-18 14:52:00,17,254.45,30565.27,603,697.62,0,1,0,1,7,1,14
30401,27,1,1,0,2024-01-18 01:32:39,12,475.87,2104.04,1176,649.74,1,0,1,3,3,0,1
30402,24,1,1,1,2024-01-18 20:44:45,12,929.76,36556.71,1297,693.53,1,1,0,1,0,1,20
30403,37,1,1,1,2024-01-18 19:01:05,4,125.23,48338.57,565,779.6,1,0,1,3,4,0,19
30404,58,3,1,2,2024-01-18 10:36:42,7,159.58,7261.86,619,639.97,1,0,1,2,3,1,10
30405,53,1,0,2,2024-01-18 08:33:22,16,104.02,5417.87,1192,697.62,0,1,1,4,0,0,8
30407,54,1,0,1,2024-01-18 04:13:16,13,95.31,16119.42,552,711.15,1,0,1,0,0,0,4
30408,24,1,0,2,2024-01-18 10:46:21,6,105.73,36994.55,1291,712.76,0,1,0,1,0,0,10
30409,33,3,0,1,2024-01-18 16:49:45,6,31.49,33045.99,554,1041.74,0,1,1,3,0,1,16
30410,47,3,1,1,2024-01-18 02:47:48,14,32.44,15439.54,589,1176.53,0,1,1,4,6,1,2
30411,24,3,0,1,2024-01-18 02:01:41,6,78.42,35868.95,1282,780.67,1,0,0,1,1,0,2
30412,40,3,1,1,2024-01-18 07:31:40,5,78.45,13500.29,1176,717.08,1,0,0,1,0,0,7
30413,61,3,0,1,2024-01-18 09:53:34,20,89.18,22901.65,591,706.1,0,1,1,0,7,0,9
30414,43,1,0,0,2024-01-18 06:58:37,12,34.69,10611.8,836,365.2,0,1,0,1,7,1,6
30415,17,1,1,2,2024-01-18 19:59:57,21,675.69,3171.94,1297,733.79,0,1,0,1,1,0,19
30416,12,3,0,0,2024-01-18 04:38:29,17,54.71,46087.36,722,682.63,1,0,1,4,0,1,4
30417,50,3,0,0,2024-01-18 17:11:56,13,230.76,25051.47,1291,504.37,0,1,1,4,0,1,17
30418,24,1,1,1,2024-01-18 10:32:35,15,626.62,33725.04,611,247.97,1,0,1,4,1,0,10
30419,19,1,1,1,2024-01-18 09:17:26,6,321.11,49989.06,550,593.34,0,1,1,3,7,1,9
30420,10,1,1,0,2024-01-18 20:00:14,12,49.78,43730.95,603,670.96,0,1,0,1,7,1,20
30421,18,3,1,1,2024-01-18 12:29:21,5,32.65,18571.15,1282,549.24,0,1,1,2,6,1,12
30422,64,3,0,1,2024-01-18 21:06:29,16,304.76,8785.69,1282,708.69,0,1,0,1,8,0,21
30423,20,3,1,0,2024-01-18 22:16:39,10,49.01,2741.2,1291,697.62,0,1,1,0,6,0,22
